shelter_name,shelter_address,capacity,risk_level,buffer_distance,longitude,latitude
佳冬鄉立幼兒園,文化一路240號,200,Safe,0,205415.1647458986,2480456.8095995802
力里國民小學,自強1路92號,200,High,500,211809.31151435975,2480960.113313577
春日鄉立老人文康中心,9鄰自強1路18號,120,High,500,211696.1588388565,2480993.611472046
佳冬國中,大同路1號,300,Safe,0,205406.62684233824,2481065.8391486234
屏東縣林邊鄉崎峰活動中心,成功路600號,200,Medium,1000,197521.81568320235,2481234.543802205
來義鄉文物館,19鄰289號,100,High,500,212727.43434432603,2481766.181621042
南和國小,51號,200,High,500,213211.59982842195,2481920.0396504374
屏東縣林邊鄉仁和國民小學,中山路417號,200,Low,2000,199706.89479862922,2482068.8213524027
土?天主堂,1鄰22號,50,High,500,238361.17688994147,2483812.569217905
臺東縣立土?國小,2鄰10 號,200,High,500,238438.367454816,2483813.0648492347
達仁鄉立土?托兒所,1鄰106號,160,High,500,238265.3435444661,2483928.792914229
大潭國小,大潭路93號,150,High,500,198105.3425766364,2484222.1605078815
愛國蒲分校,愛國蒲6鄰92號,100,High,500,242044.48615010586,2484214.601464885
以栗國小,船頭路25號,300,High,500,194724.45041765977,2484854.0970951878
東隆宮香客大樓,東隆街21-1號,300,High,500,193273.6048704373,2484936.873327414
太麻里鄉多良村辦公處,18鄰大溪251號,80,High,500,243969.28408509327,2484833.7924001543
東隆國小,共和街45號,500,High,500,193390.73723418184,2484968.112165131
望嘉警察派出所,114-1號,100,High,500,211078.15527069801,2484937.0607534386
屏東縣林邊鄉竹林國民小學,中興122號,100,Medium,1000,201949.81393120834,2485029.2216204186
東港高中,船頭路1號,450,High,500,193963.9903796234,2485166.8851144807
東光國小,長春二路15號,150,High,500,194387.61805996223,2485630.420639972
東港國小,中正路一段10號,300,High,500,193883.8735353125,2485776.1946051307
新埤鄉立幼兒園,民眾路103號,250,Medium,1000,209970.06904280328,2486246.48754592
臺東縣台?國民小學,10鄰59-1號,200,Low,2000,240502.09124582342,2486435.523821544
台?活動中心,10鄰56號,100,Low,2000,240543.28625614982,2486490.861427365
東興國小,興東路43-1號,461,High,500,195018.93260773856,2486624.732154656
北市大附小,公園路29號,157,Low,2000,241047.6134710144,2486673.258044836
台?基督教會,8鄰24號,50,Low,2000,241100.4104651148,2486688.396924416
啦里吧活動中心,9鄰啦里吧49號,100,Low,2000,241109.4364600059,2486816.058639478
新埤國小,新華路165號,450,Low,2000,205270.15401142405,2487255.962769935
高雄市立中芸國民中學,中芸路3-100號,700,High,500,187778.85412592383,2487479.967725284
中芸國小,中芸路1號,500,High,500,187922.32917469175,2487615.0359412357
烏龍國小,南興路217號,100,High,500,194240.57802825727,2487657.3229994383
鹽洲國小,鹽洲路379號,50,High,500,192460.68307284918,2487730.303460098
溪北社區活動中心,仁里路93號,50,High,500,199696.63104610602,2488391.5142929778
溪北國小,仁里路102號,95,High,500,199697.06485651075,2488524.3888654737
文樂活動中心,新樂路1號,50,Medium,1000,211345.51980513183,2488955.8204978053
高雄市林園區港埔國民小學,校前路1號,690,High,500,186066.20377083903,2489526.8898249315
高雄市林園區王公國民小學,王公二路100號,1100,Medium,1000,187061.19986474674,2489567.195038229
高雄市林園區林園國民小學,忠孝西路20號,2000,Low,2000,187684.4930408909,2489794.983524921
林園區長青文康活動中心,林園北路191號,260,Low,2000,187705.62240663223,2490007.7255652943
港西國小,中和路101號,30,Medium,1000,193991.78686068705,2489983.5761355436
來義鄉新來義部落多功能活動中心,來新路21號,500,Low,2000,207047.52785256377,2489941.6206924906
潮南國小,興美路24號,1126,High,500,202128.36795301203,2490427.6165378545
南榮國中,田寮路1-15號,200,Low,2000,200454.48042954598,2490481.855600047
崁頂國小,中正路119號,200,Low,2000,199775.73410493563,2490561.56630165
高雄市小港區鳳鳴國民小學,鳳鳴路191號,200,Safe,0,183908.5377934702,2490730.255173474
崁頂老人文康中心,興農路29-12號,150,Safe,0,199272.0322648328,2490685.021356745
高雄市立林園高級中學,林園北路481號,2600,Low,2000,187828.6596021782,2490895.9662818015
丹林活動中心,丹林路25-1號,50,Medium,1000,212430.5675561884,2490890.8826928334
高雄市小港區鳳林國民中學,龍鳳路559號,50,Low,2000,182967.47147390453,2491483.7687230106
潮東國小,復興路66號,85,Low,2000,204831.04330206633,2491541.689579915
新園國小,媽祖路49號,100,Safe,0,193617.36736445088,2491690.2050308054
歷坵活動中心 Liqiu Activity Center,"1鄰12號No.12,Liqiu,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",100,High,500,242433.04055703917,2491841.6550723678
古樓國小,育英路2號,200,Medium,1000,211507.49385500955,2492011.5233725756
高雄市林園區金潭國民小學,金潭路40號,260,Medium,1000,187876.62462930306,2492150.2610472874
金崙溫泉長老教會,16鄰40號,20,High,500,243588.234752311,2492343.164042141
賓茂國小 Binmao Elementary School,"68號No.68,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",100,High,500,245456.58602245123,2492506.9274759567
賓茂活動中心 Binmao Activity Center,"1鄰3-2號No.3-2,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",100,High,500,246061.6256595672,2492527.6879420225
金崙活動中心,太麻里鄉6鄰金崙283號,80,High,500,246334.33320845076,2492614.762266126
光春國中,光春路290號,600,Low,2000,202659.51883559363,2492829.2562243696
力社國小,力社路36號,200,High,500,199517.22662825722,2493297.454087884
義仁里社區活動中心,鳳林一路48號,100,Low,2000,188619.54624005378,2493384.3821876114
光春國小,志成路201號,550,Medium,1000,202364.1041203782,2493463.2128131324
高雄市大寮區昭明國小,鳳林一路300巷80號,350,Low,2000,189162.1861605825,2493732.472182504
新園鄉公所,仙吉路148號,30,Low,2000,194612.79017758003,2493867.997704033
仙吉國小,仙吉路91號,100,Low,2000,194571.8471241532,2493923.5110613033
四林國小,開元路2巷1號,50,Low,2000,205697.54319559553,2493919.7495940537
新園國中,仙吉路111號,300,Low,2000,194561.92093932405,2494023.2052514595
光華國小,南進路2號,240,High,500,203064.32790590113,2494223.878970299
鎮立幼兒園,三星路39-2號,300,High,500,203800.70160247557,2494271.5869275774
潮州國小,育英路31號,285,High,500,202805.73027478345,2494350.68193146
佳佐國小中興分校,中興路27號,60,Low,2000,210124.9897106915,2494406.793001173
瓦?國小,四環路3號,50,Low,2000,195973.80748909045,2494804.3700523437
平和活動中心,1鄰1號,200,High,500,211874.4494059363,2494800.9774816995
潮州國中,文化路66號,250,Medium,1000,202993.58525142455,2494970.41702775
會結里社區活動中心,會結路14-3號,100,Medium,1000,190861.3579381684,2495103.018493261
潮和國小,華嚴街1號,630,Medium,1000,202489.66000298742,2495281.458584151
潮昇國小,北門路25號,875,Medium,1000,203485.905006208,2495303.6560682734
新厝里社區活動中心,新三街50號,20,Safe,0,189238.55978007312,2495722.1461707293
高雄市小港區小港國民小學,平和路1號,300,Medium,1000,181721.79782771465,2495827.8056706046
志成佛寺,永康路31號,200,Medium,1000,205048.11078946933,2495782.784603966
高雄市小港區鳳陽國民小學,鳳陽街2號,600,Safe,0,185250.050477169,2495870.216842313
潮寮老人活動中心,潮龍路151號,35,Medium,1000,191411.17154414914,2495905.2712804656
新庄國小,屏東縣萬丹鄉新庄村新鐘路410號,60,Medium,1000,196553.5834687563,2495898.582869775
高雄市立潮寮國民中學,潮寮路51-9號,60,Low,2000,190884.86803209165,2496053.898026535
高雄市小港區二苓國民小學,立群路6號,1000,Low,2000,183493.20093822037,2496126.7653692956
高雄市立小港高級中學,學府路117號,100,Safe,0,183916.88612321453,2496285.3895764146
高雄市大寮區潮寮國小,潮寮路61號,240,Low,2000,190882.66087927352,2496308.7019955055
國立高雄餐旅大學附屬餐旅高級中等學校,松和路40號,200,Low,2000,185393.12127474364,2496386.1864074674
高雄市小港區漢民國民小學,漢民路500號,200,Safe,0,184107.4173707526,2496420.108993887
高雄市立中山國民中學,漢民路352號,700,Safe,0,183815.5353542515,2496440.964352979
高雄市立小港國民中學,平和南路185號,720,Low,2000,181926.89438568626,2496458.302240481
高雄市小港區華山國民小學,華仁街1號,901,Safe,0,184770.292302317,2496553.14873812
高雄市小港區港和國民小學,平和南路300號,250,Low,2000,181911.52294319327,2496609.8550118515
佳興活動中心,1鄰1號,100,Medium,1000,215355.11980607457,2496741.561034964
佳佐國小,佳興路59號,100,High,500,208413.9985926543,2496858.4523467566
萬巒鄉公所展覽廳,中正路36號,100,Medium,1000,205555.59760766898,2497010.4115910586
高雄市前鎮區佛公國民小學,后平路135號,655,High,500,180166.45216008957,2497121.647810096
萬巒國小,褒忠路28號,100,Medium,1000,206018.41549133137,2497031.224467119
大明國小,洲中路40號,200,High,500,201165.65451377525,2497367.016412494
過溪里社區活動中心,過溪路130號,150,Safe,0,190243.49113299965,2497470.2155074244
武潭活動中心,潭北巷51號,200,High,500,212580.6465973878,2497600.688788368
西方道堂,富山路1號,300,High,500,211923.1411638369,2497845.910948925
高雄市前鎮區明正國民小學,明道路2號,345,High,500,180753.53855011746,2497959.6860868745
高雄市立明義國民中學,明義街2號,1000,Low,2000,185042.5410150722,2498138.477565704
清山寺,拷潭路126-1號,80,Medium,1000,186809.20879627616,2498169.8558668857
萬丹國小,屏東縣萬丹鄉寶厝村萬新路1497號,150,Low,2000,197425.2013661738,2498154.4953309917
竹田國小,公正路35號,200,Medium,1000,203111.62263806205,2498158.208043853
高雄市小港區桂林國民小學,桂陽路390號,1255,High,500,183206.84086798452,2498268.278303673
高雄市立前鎮國民中學,新衙路17號,1200,High,500,180184.39739817719,2498308.2012816817
高雄市小港區明義國民小學,明義街77號,200,Low,2000,184993.62136566814,2498290.7224421413
竹田鄉公所,中正路123號,60,Low,2000,203112.2656782482,2498368.5943763303
富翔天廈,拷潭路163-1號,70,Medium,1000,186280.2168206026,2498435.036339259
高雄市前鎮區前鎮國民小學,新生路200號,473,High,500,178917.67568291735,2498543.24048018
高雄市立興仁國民中學,德昌路345號,945,High,500,179452.61480805636,2498636.3353044866
高雄市立前鎮高級中學,鎮中路132號,2236,High,500,180081.17272877455,2498695.6902830233
香蘭國小,舊香蘭四鄰28號,80,High,500,249326.72849921658,2498635.6657285034
高雄市旗津區大汕國民小學,中洲二路203號,250,High,500,176759.3814934298,2498826.136319771
高雄市立旗津國民中學,中洲二路207號,600,High,500,176584.8945033885,2498893.4120699856
萬巒鄉立幼兒園泗溝分班,永平路53-1號,60,High,500,206815.16268229435,2498778.497767098
圖書館,屏東縣萬丹鄉和平西路157號,40,Safe,0,197036.90312426622,2498864.513716407
萬丹鄉行政中心,屏東縣萬丹鄉和平西路155號,100,Safe,0,197047.33835046005,2498908.7703747144
高雄市旗津區公所5樓大禮堂,旗津三路2號5樓,250,High,500,176459.6124362353,2499057.237017223
佛聖宮,內坑路148號,200,Medium,1000,186368.80081993857,2499016.6849487848
高雄市鳳山區過埤國民小學,過埤路176號,393,Medium,1000,184442.16538112442,2499066.2145934002
高雄市立福誠高級中學,五甲三路176號,1139,High,500,180481.44578579988,2499095.285124881
高雄市前鎮區鎮昌國民小學,樹人路261號,1200,High,500,179874.60920029838,2499104.802921062
五溝國小,西盛路89號,30,High,500,208255.36788637092,2499029.1892456794
高雄市大寮區大寮國民小學,大寮路740號,420,Low,2000,189998.93523432655,2499096.5076330956
佳平活動中心,佳平巷12號,100,High,500,211848.90073678753,2499086.9303744393
大寮里社區活動中心,大寮路781號,150,Low,2000,190019.55827248562,2499163.9741033735
泰武國中,5鄰120號,300,High,500,212296.39784835494,2499096.2321684835
澳洲特區,仁德路16巷31弄12號,100,High,500,187982.96946902073,2499225.0059277057
荷蘭町,仁德路10號之1,200,Medium,1000,188277.77932873688,2499228.6887156027
興華國小,屏東縣萬丹鄉崙頂村崙頂路860號,400,Medium,1000,194632.4017674132,2499304.861367832
高雄市政府社會局無障礙之家,翠亨北路392號,3,High,500,179600.53806915993,2499499.390165363
高雄市鳳山區南成國民小學,南和街101號,1484,High,500,181676.2979993774,2499513.9185094875
龍成宮,五甲二路730巷6號,100,Medium,1000,180937.41502900765,2499537.6041370817
米蘭特區,內坑路108-67號,80,Medium,1000,187092.01203527625,2499528.058907342
四維國小,屏東縣萬丹鄉四維村四維東路567號,50,Low,2000,197563.57204036883,2499527.09405114
僑智國小,學人路55號,120,Low,2000,204411.25692700985,2499505.203808283
萬金天主教堂,萬興路24號,250,Medium,1000,210025.1206843485,2499500.6122197397
嘉蘭國小 Jialan Elementary School,"3鄰132號No.132,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",100,High,500,246043.97421301628,2499472.0414573634
高雄市鳳山區鳳翔國民小學,鳳育路63號,3106,Medium,1000,182222.87734380746,2499623.999030769
高雄市立鳳翔國民中學,保義街100號,385,Medium,1000,182984.16498421505,2499740.024293966
萬丹國中,屏東縣萬丹鄉萬丹路2段5號,500,Low,2000,197368.8251651783,2499704.93215899
嘉蘭村活動中心 Jialan Activity Center,"4鄰嘉蘭219號No.9,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",100,High,500,245885.88544594217,2499625.7726316727
高雄市鳳山區福誠國民小學,忠誠路145號,1267,Medium,1000,180604.92029779876,2499795.23559118
高雄市立五甲國民中學,龍成路111號,1178,Low,2000,180979.41871909797,2499937.38970341
高雄市鳳山區中崙國民小學,中崙四路25號,3054,High,500,183253.05432948837,2500073.380167254
大發公有市場3樓,鳳林三路315之22號,120,Low,2000,188103.84480889226,2500181.586955966
高雄市前鎮區瑞祥國民小學,班超路20號,1636,Low,2000,180786.07373922574,2500223.957895921
高雄市旗津區中洲國民小學,旗津三路275號,600,High,500,175604.37288284604,2500260.1921175704
高雄市立瑞祥高級中學,班超路63號,1000,Medium,1000,180577.0886816823,2500392.777482943
高雄市立大寮幼兒園,上寮路208之25號,150,Low,2000,190589.2243167524,2500417.136519383
高雄市立大寮國民中學,進學路150號,150,Low,2000,187558.74194471102,2500442.2502344176
高雄市立中崙國民中學,中崙二路487號,469,High,500,183538.38030518818,2500501.015049454
三隆里社區活動中心,正隆街45號,40,Low,2000,188965.68745752022,2500499.036254058
高雄市鳳山區正義國民小學,南昌街55號,1025,Low,2000,182158.1318079944,2500583.802066547
